row,values
1,252.34
2,251.53133333333332
3,250.79533333333333
4,250.12633333333332
5,249.31833333333333
6,248.55266666666665
7,247.702
8,246.82433333333333
9,246.00266666666667
10,245.17266666666666
11,244.33566666666667
12,243.53233333333333
13,242.70666666666668
14,241.91
15,241.10766666666666
16,240.26766666666666
17,239.44766666666666
18,238.56566666666666
19,237.75633333333334
20,236.92466666666667
21,236.05433333333332
22,235.18566666666666
23,234.36733333333333
24,233.52533333333332
25,232.67233333333334
26,231.79833333333335
27,231.00300000000001
28,230.137
29,229.29233333333335
30,228.42833333333334
31,227.634
32,226.77033333333333
33,225.94066666666666
34,225.13966666666667
35,224.264
36,223.392
37,222.54500000000002
38,221.669
39,220.83533333333332
40,219.98066666666668
41,219.12333333333333
42,218.29133333333334
43,217.39366666666666
44,216.515
45,215.654
46,214.74333333333334
47,213.835
48,212.85466666666667
49,211.80466666666666
50,210.806
51,209.79666666666668
52,208.74766666666667
53,207.72433333333333
54,206.749
55,205.75533333333334
56,204.756
57,203.75766666666667
58,202.77333333333334
59,201.79433333333333
60,200.81733333333332
61,199.845
62,198.89
63,197.916
64,196.94666666666666
65,195.97033333333334
66,194.988
67,194.00566666666666
68,193.00933333333333
69,192.03266666666667
70,191.066
71,190.095
72,189.13633333333334
73,188.16966666666667
74,187.22266666666667
75,186.255
76,185.29766666666666
77,184.34033333333332
78,183.35233333333332
79,182.37166666666667
80,181.416
81,180.456
82,179.48433333333332
83,178.535
84,177.556
85,176.568
86,175.625
87,174.64533333333333
88,173.698
89,172.74066666666667
90,171.774
91,170.799
92,169.83933333333334
93,168.86666666666667
94,167.87133333333333
95,166.89866666666666
96,165.94233333333332
97,164.99833333333333
98,164.06833333333333
99,163.12166666666667
100,162.16633333333334
101,161.186
102,160.19133333333332
103,159.17966666666666
104,158.19433333333333
105,157.212
106,156.25133333333332
107,155.26966666666667
108,154.30266666666668
109,153.33233333333334
110,152.412
111,151.44466666666668
112,150.51033333333334
113,149.55
114,148.55599999999998
115,147.59233333333333
116,146.59266666666667
117,145.60633333333334
118,144.61066666666667
119,143.63733333333334
120,142.68966666666668
121,141.724
122,140.74466666666666
123,139.779
124,138.79966666666667
125,137.85733333333334
126,136.89533333333333
127,135.916
128,134.95133333333334
129,133.983
130,133.02533333333332
131,132.05933333333334
132,131.105
133,130.155
134,129.18066666666667
135,128.203
136,127.232
137,126.248
138,125.30166666666666
139,124.36233333333334
140,123.38233333333334
141,122.406
142,121.42
143,120.44733333333333
144,119.5
145,118.53266666666667
146,117.56366666666666
147,116.60966666666667
148,115.64233333333334
149,114.679
150,113.709
151,112.724
152,111.76733333333334
153,110.80366666666667
154,109.84166666666667
155,108.87433333333334
156,107.92633333333333
157,106.987
158,106.013
159,105.06966666666666
160,104.08566666666667
161,103.117
162,102.14966666666666
163,101.20333333333333
164,100.21533333333333
165,99.233
166,98.28366666666668
167,97.32533333333333
168,96.371
169,95.40633333333334
170,94.42933333333333
171,93.47866666666667
172,92.495
173,91.505
174,90.54266666666666
175,89.584
176,88.61466666666666
177,87.61933333333333
178,86.666
179,85.68633333333334
180,84.71566666666666
181,83.75566666666667
182,82.79433333333333
183,81.82366666666667
184,80.87733333333334
185,79.92333333333333
186,78.951
187,77.99
188,77.022
189,76.05
190,75.082
191,74.11066666666666
192,73.106
193,72.124
194,71.17566666666667
195,70.21733333333333
196,69.255
197,68.28366666666666
198,67.311
199,66.35433333333333
200,65.387
201,64.40966666666667
202,63.431666666666665
203,62.45366666666666
204,61.494
205,60.532666666666664
206,59.55433333333333
207,58.555
208,57.582
209,56.60333333333333
210,55.646
211,54.672
212,53.706
213,52.720666666666666
214,51.766
215,50.793
216,49.837666666666664
217,48.86666666666667
218,47.907
219,46.94566666666667
220,45.969
221,45.01233333333333
222,44.05766666666667
223,43.07633333333333
224,42.135
225,41.18233333333333
226,40.227
227,39.277
228,38.294333333333334
229,37.34733333333333
230,36.395
231,35.44133333333333
232,34.467999999999996
233,33.50566666666666
234,32.540333333333336
235,31.560333333333332
236,30.582
237,29.604333333333333
238,28.629666666666665
239,27.619666666666667
240,26.653333333333332
241,25.68466666666667
242,24.717333333333332
243,23.776333333333334
244,22.84166666666667
245,21.845666666666666
246,20.857333333333333
247,19.874
248,18.925
249,17.952666666666666
250,16.969
251,15.998333333333333
252,15.046666666666667
253,14.085333333333333
254,13.141666666666667
255,12.172333333333334
256,11.197
257,10.250333333333334
258,9.300666666666666
259,8.314666666666668
260,7.356333333333334
261,6.384
262,5.42
263,4.446
264,3.5286666666666666
265,2.6703333333333332
266,1.8743333333333334
267,1.216
268,0.6996666666666667
269,0.3889999999999999
270,0.2316666666666667
271,0.11033333333333332
272,0.04599999999999999
273,0.017666666666666667
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
