tools (comparison order: row x column),SC_NRP_B,SIC_NRP_B,UC_NRP_B
SC_NRP_B P Value,1.0,0.02657776336501616,9.193236731319665E-6
SC_NRP_B Cohen D,NaN,Small,Large
SC_NRP_B Cliff's delta,0.0,0.3333333333333333,0.6666666666666666
SIC_NRP_B P Value,0.02657776336501616,1.0,0.10388865931791391
SIC_NRP_B Cohen D,Small,0.0,0.12546557297791497
SIC_NRP_B Cliff's delta,-0.3333333333333333,0.0,-0.24444444444444444
UC_NRP_B P Value,9.193236731319665E-6,0.10388865931791391,1.0
UC_NRP_B Cohen D,Large,0.12546557297791497,0.0
UC_NRP_B Cliff's delta,-0.6666666666666666,0.24444444444444444,0.0
