tools (comparison order: row x column),SC_SCRUM_A,SIC_SCRUM_A,UC_SCRUM_A
SC_SCRUM_A P Value,1.0,0.24281902425621116,5.3080990491949365E-8
SC_SCRUM_A Cohen D,0.0,Small,Large
SC_SCRUM_A Cliff's delta,0.0,0.17555555555555555,0.8177777777777778
SIC_SCRUM_A P Value,0.24281902425621116,1.0,9.898541667441307E-7
SIC_SCRUM_A Cohen D,Small,0.0,Large
SIC_SCRUM_A Cliff's delta,-0.17555555555555555,0.0,0.7355555555555555
UC_SCRUM_A P Value,5.3080990491949365E-8,9.898541667441307E-7,1.0
UC_SCRUM_A Cohen D,Large,Large,0.0
UC_SCRUM_A Cliff's delta,-0.8177777777777778,-0.7355555555555555,0.0
