row,values
1,0.9237496689000001
2,1.4729710035666668
3,1.6957523849666667
4,1.9427594285
5,2.1960869224
6,2.4032534745666667
7,2.5205151219
8,2.5708927380333333
9,2.6215799550666667
10,2.6739553055333336
11,2.7275293985
12,2.7807299163666666
13,2.8333935497333336
14,2.8847115577
15,2.9400481073666667
16,2.994244134266667
17,3.0493218644333338
18,3.1140860688000003
19,3.1689717106
20,3.2275193779
21,3.3001359204666665
22,3.3957946877333334
23,3.4529502995333337
24,3.516123566233334
25,3.5773790360666666
26,3.6405972416333334
27,3.704711351766667
28,3.7689435301
29,3.8601250260333333
30,3.9558297222666665
31,4.0859653627000005
32,4.197374351033334
33,4.2751717585
34,4.4858309891333334
35,4.7164950534
36,4.908659681533334
37,5.090467683000001
38,5.2392841801
39,5.392859542166667
40,5.574847453
41,5.695893155033334
42,5.845350441133334
43,6.019717012166667
44,6.1767447702
45,6.283169864966667
46,6.4304507191
47,6.531390840933334
48,6.639369212566667
49,6.750458743166667
50,6.861288712666667
51,6.996976520266667
52,7.1915779226000005
53,7.400814993966667
54,7.556214126
55,7.783397800733334
56,8.057716253833334
57,8.251224491333334
58,8.353004585666667
59,8.480429924733334
60,8.634417537600001
61,8.739621081200001
62,8.845977666533333
63,9.019498801733334
64,9.116165053633335
65,9.216759102500001
66,9.339032791633334
67,9.461235119533335
68,9.592199395633333
69,9.756512936466667
70,9.9432621263
71,10.209170121900002
72,10.439583476200001
73,10.6694898599
74,10.763149645833334
75,11.0145111449
76,11.106806864100001
77,11.201717378466668
78,11.293371894966667
79,11.402324637266668
80,11.506498868533335
81,11.596007280333334
82,11.706404050500002
83,11.7985333961
84,11.8874461653
85,12.011344363400001
86,12.129345207733333
87,12.2209917003
88,12.3933394828
89,12.607429790700001
90,12.702806881666667
91,12.8508620567
92,12.973799933466667
93,13.098453229233334
94,13.290456572633333
95,13.397037476266668
96,13.499504554366668
97,13.587652013833335
98,13.674849115
99,13.763329756366668
100,13.869803720666667
101,13.971648420166668
102,14.0823084643
103,14.322552678600001
104,14.475971815033335
105,14.6137605061
106,14.8046781268
107,14.968726606233334
108,15.152480388133334
109,15.2978623221
110,15.391772016766668
111,15.551587023800002
112,15.643572488666667
113,15.726226931700001
114,15.818894647566667
115,15.946513194100001
116,16.039044657033333
117,16.131170331033335
118,16.247459126866666
119,16.331978943133333
120,16.4139984288
121,16.499292706133335
122,16.615612359666667
123,16.746798383833333
124,16.86139195666667
125,16.946652572633333
126,17.0331619859
127,17.1432351398
128,17.226024882833336
129,17.411298158533334
130,17.585217135466667
131,17.738066130933333
132,17.828477775
133,17.98018614096667
134,18.069141941966667
135,18.156710405633333
136,18.26191379766667
137,18.348504329933334
138,18.432526092333333
139,18.51489850156667
140,18.599977811200002
141,18.686948278366668
142,18.779431181233335
143,18.9048822039
144,18.991429597866667
145,19.076596324233336
146,19.160712083266667
147,19.2470520634
148,19.3695219821
149,19.5729711625
150,19.707478862166667
151,19.79681809866667
152,19.9576716565
153,20.0510855646
154,20.166704487833336
155,20.272086962966668
156,20.358175954466667
157,20.489032859166667
158,20.582089440900003
159,20.692726859300002
160,20.7829881472
161,20.897498302233334
162,21.00736284106667
163,21.09064109906667
164,21.2028204464
165,21.28731316716667
166,21.40389860206667
167,21.488944792833333
168,21.581035566133334
169,21.716580553666667
170,21.8652880584
171,22.0033719075
172,22.15060994486667
173,22.31061255286667
174,22.445356784266668
